ID,SUBJECT,MESSAGE
11,No disponible por ping ICMP: PROBLEMA para 172.20.71.5,"[PROBLEMA: Alto]
Host: 172.20.71.5 (172.20.71.5)
Nombre: No disponible por ping ICMP
Evento: 40776672, Trigger: 170498
Descripción: Los últimos tres intentos devolvieron timeout. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:12:09 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: ILO-SRP-TA-E01-001
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40776672
"
12,MSSQL: Servicio no disponible: PROBLEMA para RES-PA-W01-002_SQL-PA-W01-002,"[PROBLEMA: Desastre]
Host: RES-PA-W01-002_SQL-PA-W01-002 (10.122.1.70)
Nombre: MSSQL: Servicio no disponible
Evento: 40779421, Trigger: 137123
Descripción: El puerto TCP del servicio MS SQL Server no está disponible actualmente.
El problema comenzó a las 01:16:51 el 2024.02.19
Nombre del problema: MSSQL: Servicio no disponible
Host: RES-PA-W01-002_SQL-PA-W01-002 (Estadísticas)
Gravedad: Desastre
Datos operativos: Caído (0)
ID del problema original: 40779421
"
13,MSSQL: Servicio no disponible: PROBLEMA para RES-PA-W01-001_SQL-PA-W01-001,"[PROBLEMA: Desastre]
Host: RES-PA-W01-001_SQL-PA-W01-001 (10.122.1.69)
Nombre: MSSQL: Servicio no disponible
Evento: 40779425, Trigger: 176627
Descripción: El puerto TCP del servicio MS SQL Server no está disponible actualmente.
El problema comenzó a las 01:17:02 el 2024.02.19
Nombre del problema: MSSQL: Servicio no disponible
Host: RES-PA-W01-001_SQL-PA-W01-001 (Producción)
Gravedad: Desastre
Datos operativos: Caído (0)
ID del problema original: 40779425
"
14,No disponible por ping ICMP: PROBLEMA para 10.122.21.137,"[PROBLEMA: Alto]
Host: 10.122.21.137 (10.122.21.137)
Nombre: No disponible por ping ICMP
Evento: 40779594, Trigger: 153933
Descripción: Los últimos tres intentos devolvieron timeout. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:19:06 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: VISIO_CLICKSHARE_LILLE_SEBASTOPOL
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40779594
"
15,No disponible por ping ICMP: PROBLEMA para IDRAC-SRP-LO-W02-001,"[PROBLEMA: Alto]
Host: IDRAC-SRP-LO-W02-001 (10.116.156.109)
Nombre: No disponible por ping ICMP
Evento: 40774294, Trigger: 172013
Descripción: Los últimos tres intentos devolvieron timeout. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:07:16 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: IDRAC-SRP-LO-W02-001
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40774294
"
16,MSSQL: Servicio no disponible: PROBLEMA para RES-PA-W01-003_SQL-PA-W01-003,"[PROBLEMA: Desastre]
Host: RES-PA-W01-003_SQL-PA-W01-003 (10.122.1.71)
Nombre: MSSQL: Servicio no disponible
Evento: 40774318, Trigger: 177019
Descripción: El puerto TCP del servicio MS SQL Server no está disponible actualmente.
El problema comenzó a las 01:07:37 el 2024.02.19
Nombre del problema: MSSQL: Servicio no disponible
Host: RES-PA-W01-003_SQL-PA-W01-003 (Consulta)
Gravedad: Desastre
Datos operativos: Caído (0)
ID del problema original: 40774318
"
17,Estado de verificación de salud fallido para FW_PA en el miembro 2: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Estado de verificación de salud fallido para FW_PA en el miembro 2
Evento: 40774339, Trigger: 163792
Descripción: 
El problema comenzó a las 01:07:51 el 2024.02.19
Nombre del problema: Estado de verificación de salud fallido para FW_PA en el miembro 2
Host: FW-DC
Gravedad: Alto
Datos operativos: Estado: Alarma (1)
ID del problema original: 40774339
"
18,Estado de verificación de salud fallido para FW_PA en el miembro 3: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Estado de verificación de salud fallido para FW_PA en el miembro 3
Evento: 40774340, Trigger: 163793
Descripción: 
El problema comenzó a las 01:07:51 el 2024.02.19
Nombre del problema: Estado de verificación de salud fallido para FW_PA en el miembro 3
Host: FW-DC
Gravedad: Alto
Datos operativos: Estado: Alarma (1)
ID del problema original: 40774340
"
19,No disponible por ping ICMP: PROBLEMA para 10.122.21.132,"[PROBLEMA: Alto]
Host: 10.122.21.132 (10.122.21.132)
Nombre: No disponible por ping ICMP
Evento: 40774496, Trigger: 153945
Descripción: Los últimos tres intentos devolvieron timeout. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:09:10 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: VISIO_LIFESIZE_LILLE_SEBASTOPOL
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40774496
"
20,No disponible por ping ICMP: PROBLEMA para IDRAC-SRP-PA-E01-003,"[PROBLEMA: Alto]
Host: IDRAC-SRP-PA-E01-003 (172.20.31.13)
Nombre: No disponible por ping ICMP
Evento: 40775371, Trigger: 172397
Descripción: Los últimos tres intentos devolvieron timeout. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:10:20 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: IDRAC-SRP-PA-E01-003
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40775371
"
21,No disponible por ping ICMP: PROBLEMA para 172.20.31.14,"[PROBLEMA: Alto]
Host: 172.20.31.14 (172.20.31.14)
Nombre: No disponible por ping ICMP
Evento: 40775372, Trigger: 172431
Descripción: Los últimos tres intentos devolvieron timeout. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:10:21 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: IDRAC-SRP-PA-E01-004
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40775372
"
22,Túnel VPN caído [ADM 70 - 172.16.0.0/16]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN caído [ADM 70 - 172.16.0.0/16]
Evento: 40776539, Trigger: 170123
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN caído [ADM 70 - 172.16.0.0/16]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776539
"
23,Túnel VPN caído [ADM 71 - 172.16.0.0/16]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN caído [ADM 71 - 172.16.0.0/16]
Evento: 40776540, Trigger: 170124
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN caído [ADM 71 - 172.16.0.0/16]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776540
"
24,Túnel VPN caído [ADM 72 - 172.16.0.0/16]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN caído [ADM 72 - 172.16.0.0/16]
Evento: 40776541, Trigger: 170125
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN caído [ADM 72 - 172.16.0.0/16]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776541
"
25,Túnel VPN caído [ADM 74 - 172.16.0.0/16]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN caído [ADM 74 - 172.16.0.0/16]
Evento: 40776543, Trigger: 170127
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN caído [ADM 74 - 172.16.0.0/16]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776543
"
26,Túnel VPN Caído [ADM 73 - 172.16.0.0/16]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN Caído [ADM 73 - 172.16.0.0/16]
Evento: 40776542, Disparador: 170126
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN Caído [ADM 73 - 172.16.0.0/16]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776542
"
27,Túnel VPN Caído [TAHITI - 172.16.0.0/16]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN Caído [TAHITI - 172.16.0.0/16]
Evento: 40776544, Disparador: 170128
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN Caído [TAHITI - 172.16.0.0/16]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776544
"
28,Túnel VPN Caído [ADM 70 -10.122.16.0/20]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN Caído [ADM 70 -10.122.16.0/20]
Evento: 40776545, Disparador: 170738
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN Caído [ADM 70 -10.122.16.0/20]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776545
"
29,Túnel VPN Caído [ADM 72 -10.122.16.0/20]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN Caído [ADM 72 -10.122.16.0/20]
Evento: 40776547, Disparador: 170740
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN Caído [ADM 72 -10.122.16.0/20]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776547
"
30,Túnel VPN Caído [TAHITI - 10.122.16.0/20]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN Caído [TAHITI - 10.122.16.0/20]
Evento: 40776550, Disparador: 170743
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN Caído [TAHITI - 10.122.16.0/20]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776550
"
31,Túnel VPN Caído [EOS JIRA NET]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN Caído [EOS JIRA NET]
Evento: 40776551, Disparador: 173123
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN Caído [EOS JIRA NET]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776551
"
32,No disponible por ping ICMP: PROBLEMA para FW-TA,"[PROBLEMA: Alto]
Host: FW-TA (172.20.70.1)
Nombre: No disponible por ping ICMP
Evento: 40779548, Disparador: 173488
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:18:36 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: FW-TA
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40779548
"
33,No disponible por ping ICMP: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: No disponible por ping ICMP
Evento: 40779620, Disparador: 163764
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:19:21 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: FW-DC
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40779620
"
34,No disponible por ping ICMP: PROBLEMA para Sonda de Temperatura Nantes,"[PROBLEMA: Alto]
Host: Sonda de Temperatura Nantes (172.16.44.16)
Nombre: No disponible por ping ICMP
Evento: 40780144, Disparador: 32343
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:19:28 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: Sonda de Temperatura Nantes
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40780144
"
35,No disponible por ping ICMP: PROBLEMA para Sonda de Temperatura Lons,"[PROBLEMA: Alto]
Host: Sonda de Temperatura Lons (172.16.64.16)
Nombre: No disponible por ping ICMP
Evento: 40780145, Disparador: 32351
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:19:29 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: Sonda de Temperatura Lons
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40780145
"
36,Túnel VPN Caído [VPN1]: PROBLEMA para FW-PA,"[PROBLEMA: Alto]
Host: FW-PA (172.20.30.1)
Nombre: Túnel VPN Caído [VPN1]
Evento: 40779859, Disparador: 160487
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:18:24 el 2024.02.19
Nombre del problema: Túnel VPN Caído [VPN1]
Host: FW-PA
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40779859
"
37,Túnel VPN Caído [VPN2]: PROBLEMA para FW-PA,"[PROBLEMA: Alto]
Host: FW-PA (172.20.30.1)
Nombre: Túnel VPN Caído [VPN2]
Evento: 40779860, Disparador: 160488
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:18:24 el 2024.02.19
Nombre del problema: Túnel VPN Caído [VPN2]
Host: FW-PA
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40779860
"
38,No disponible por ping ICMP: PROBLEMA para 172.20.40.4,"[PROBLEMA: Desastre]
Host: 172.20.40.4 (172.20.40.4)
Nombre: No disponible por ping ICMP
Evento: 40779867, Disparador: 164889
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:18:42 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: SW-NA-01
Gravedad: Desastre
Datos operativos: Caído (0)
ID del problema original: 40779867
"
39,No disponible por ping ICMP: PROBLEMA para 172.20.20.2,"[PROBLEMA: Desastre]
Host: 172.20.20.2 (172.20.20.2)
Nombre: No disponible por ping ICMP
Evento: 40774952, Disparador: 156852
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:09:15 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: SW-WL-01
Gravedad: Desastre
Datos operativos: Caído (0)
ID del problema original: 40774952
"
40,No disponible por ping ICMP: OK para Sonda de Temperatura Nantes,"[OK: Alto]
Host: Sonda de Temperatura Nantes (172.16.44.16)
Nombre: No disponible por ping ICMP
Evento: 40775327, Disparador: 32343
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:09:28 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: Sonda de Temperatura Nantes
Gravedad: Alto
Datos operativos: Arriba (1)
ID del problema original: 40775327
"
41,No disponible por ping ICMP: OK para Sonda de Temperatura Lons,"[OK: Alto]
Host: Sonda de Temperatura Lons (172.16.64.16)
Nombre: No disponible por ping ICMP
Evento: 40775146, Disparador: 32351
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:07:29 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: Sonda de Temperatura Lons
Gravedad: Alto
Datos operativos: Arriba (1)
ID del problema original: 40775146
"
42,No disponible por ping ICMP: PROBLEMA para FW-LO,"[PROBLEMA: Alto]
Host: FW-LO (172.20.50.1)
Nombre: No disponible por ping ICMP
Evento: 40775149, Disparador: 160402
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:07:19 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: FW-LO
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40775149
"
43,No disponible por ping ICMP: PROBLEMA para FW-PA,"[PROBLEMA: Alto]
Host: FW-PA (172.20.30.1)
Nombre: No disponible por ping ICMP
Evento: 40775339, Disparador: 160444
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:10:16 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: FW-PA
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40775339
"
44,No disponible por ping ICMP: PROBLEMA para IDRAC-SRP-PA-E01-001,"[PROBLEMA: Alto]
Host: IDRAC-SRP-PA-E01-001 (172.20.31.11)
Nombre: No disponible por ping ICMP
Evento: 40775343, Disparador: 172238
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:10:18 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: IDRAC-SRP-PA-E01-001
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40775343
"
45,No disponible por ping ICMP: PROBLEMA para IDRAC-SRP-PA-E01-002,"[PROBLEMA: Alto]
Host: IDRAC-SRP-PA-E01-002 (172.20.31.12)
Nombre: No disponible por ping ICMP
Evento: 40775370, Disparador: 172353
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:10:19 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: IDRAC-SRP-PA-E01-002
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40775370
"
46,Túnel VPN Caído [ADM 74 -10.122.16.0/20]: PROBLEMA para FW-DC,"[PROBLEMA: Alto]
Host: FW-DC (192.168.200.1)
Nombre: Túnel VPN Caído [ADM 74 -10.122.16.0/20]
Evento: 40776549, Disparador: 170742
Descripción: El túnel VPN IPsec Fase 2 está caído, ¡por favor verifique!
El problema comenzó a las 01:11:21 el 2024.02.19
Nombre del problema: Túnel VPN Caído [ADM 74 -10.122.16.0/20]
Host: FW-DC
Gravedad: Alto
Datos operativos: 1
ID del problema original: 40776549
"
47,No disponible por ping ICMP: PROBLEMA para 10.116.149.70,"[PROBLEMA: Alto]
Host: 10.116.149.70 (10.116.149.70)
Nombre: No disponible por ping ICMP
Evento: 40779939, Disparador: 154898
Descripción: Los últimos tres intentos devolvieron tiempo de espera. Por favor, verifique la conectividad del dispositivo.
El problema comenzó a las 01:19:05 el 2024.02.19
Nombre del problema: No disponible por ping ICMP
Host: VISIO_CLICKSHARE_NANTES_GRASLIN
Gravedad: Alto
Datos operativos: Caído (0)
ID del problema original: 40779939
"
48,Estado de Verificación de Salud Fallido a DC en el miembro 3: PROBLEMA para FW-PA,"[PROBLEMA: Alto]
Host: FW-PA (172.20.30.1)
Nombre: Estado de Verificación de Salud Fallido a DC en el miembro 3
Evento: 40779659, Disparador: 160485
Descripción: 
El problema comenzó a las 01:16:52 el 2024.02.19
Nombre del problema: Estado de Verificación de Salud Fallido a DC en el miembro 3
Host: FW-PA
Gravedad: Alto
Datos operativos: Estado: Alarma (1)
ID del problema original: 40779659
"
49,Estado de Verificación de Salud Fallido a DC en el miembro 4: PROBLEMA para FW-PA,"[PROBLEMA: Alto]
Host: FW-PA (172.20.30.1)
Nombre: Estado de Verificación de Salud Fallido a DC en el miembro 4
Evento: 40779660, Disparador: 160486
Descripción: 
El problema comenzó a las 01:16:52 el 2024.02.19
Nombre del problema: Estado de Verificación de Salud Fallido a DC en el miembro 4
Host: FW-PA
Gravedad: Alto
Datos operativos: Estado: Alarma (1)
ID del problema original: 40779660
"
